"","PreTtest_p","PreTtest_adj_p"
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",0.405314979651811,0.993749879323152
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",0.429171218592678,0.993749879323152
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",0.420286764553196,0.993749879323152
"GLUCARDEG-PWY: D-glucarate degradation I",0.918743719695075,0.993749879323152
"RHAMCAT-PWY: L-rhamnose degradation I",0.352186975633089,0.993749879323152
"RHAMCAT-PWY: L-rhamnose degradation I|unclassified",0.636567669723456,0.993749879323152
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)",0.344905771876277,0.993749879323152
"PWY-8073: lipid IVA biosynthesis (P. putida)",0.344905771876277,0.993749879323152
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation",0.543469585177364,0.993749879323152
"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I",0.588605817451746,0.993749879323152
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.473169924390046,0.993749879323152
"FUCCAT-PWY: fucose degradation",0.925636583910362,0.993749879323152
"PWY-5497: purine nucleobases degradation II (anaerobic)",0.265911299265806,0.993749879323152
"PWY-5676: acetyl-CoA fermentation to butanoate II",0.48333340080701,0.993749879323152
"PWY-2942: L-lysine biosynthesis III|unclassified",0.754896829611919,0.993749879323152
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified",0.8062427904874,0.993749879323152
"HISDEG-PWY: L-histidine degradation I",0.996346607188756,0.996346607188756
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",0.517788411108835,0.993749879323152
"PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified",0.0964420298032979,0.993749879323152
"METH-ACETATE-PWY: methanogenesis from acetate",0.884704134633283,0.993749879323152
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified",0.982706073746464,0.993749879323152
"PWY-7013: (S)-propane-1,2-diol degradation",0.565235186073664,0.993749879323152
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis",0.980998008339794,0.993749879323152
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",0.911314919156224,0.993749879323152
"PWY-5845: superpathway of menaquinol-9 biosynthesis",0.618993809716134,0.993749879323152
"PWY-8131: 5'-deoxyadenosine degradation II",0.518497683274516,0.993749879323152
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",0.643499697376609,0.993749879323152
"PWY-5505: L-glutamate and L-glutamine biosynthesis",0.531459700929986,0.993749879323152
"RUMP-PWY: formaldehyde oxidation I",0.864617793712944,0.993749879323152
"PWY-5030: L-histidine degradation III",0.283314707221856,0.993749879323152
"PWY-7456: &beta;-(1,4)-mannan degradation",0.924796619890592,0.993749879323152
