"","PostTtest_p","PostTtest_adj_p"
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",0.131680433478731,0.471674378828062
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",0.908191905458534,0.954915604774728
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",0.214566034561424,0.515696592778713
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",0.923299321445719,0.966249461473908
"GLUCARDEG-PWY: D-glucarate degradation I",0.0203536124010699,0.471674378828062
"RHAMCAT-PWY: L-rhamnose degradation I",0.302160071380798,0.551990744924697
"RHAMCAT-PWY: L-rhamnose degradation I|unclassified",0.0689909129510929,0.471674378828062
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)",0.293827415311907,0.549550359288553
"PWY-8073: lipid IVA biosynthesis (P. putida)",0.293827415311907,0.549550359288553
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation",0.060329094031681,0.471674378828062
"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I",0.176071366026237,0.505743875579506
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.0873068295672346,0.471674378828062
"FUCCAT-PWY: fucose degradation",0.0672020719927539,0.471674378828062
"PWY-5497: purine nucleobases degradation II (anaerobic)",0.0733050079971169,0.471674378828062
"PWY-5676: acetyl-CoA fermentation to butanoate II",0.00878612115886858,0.471674378828062
"PWY-2942: L-lysine biosynthesis III|unclassified",0.0551311097397417,0.471674378828062
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified",0.226131004983736,0.517750455653935
"HISDEG-PWY: L-histidine degradation I",0.114676798062745,0.471674378828062
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",0.148649977255184,0.471674378828062
"PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified",0.0532982061024682,0.471674378828062
"METH-ACETATE-PWY: methanogenesis from acetate",0.0703198794960576,0.471674378828062
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified",0.0958973589056843,0.471674378828062
"PWY-7013: (S)-propane-1,2-diol degradation",0.0073323590939999,0.471674378828062
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis",0.193495543229091,0.508802545420785
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",0.397114102793072,0.622480898453602
"PWY-5845: superpathway of menaquinol-9 biosynthesis",0.79776928525296,0.902666284697986
"PWY-8131: 5'-deoxyadenosine degradation II",0.00259730982705616,0.471674378828062
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",0.833245748109914,0.920511350107912
"PWY-5505: L-glutamate and L-glutamine biosynthesis",0.435710923872111,0.636060143331162
"RUMP-PWY: formaldehyde oxidation I",0.786741633419942,0.89743109596613
"PWY-5030: L-histidine degradation III",0.375443052263017,0.609884122878773
"PWY-7456: &beta;-(1,4)-mannan degradation",0.407372820394712,0.622480898453602
