"","PostWilcox_p","PostTtest_adj_p"
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",1,1
"GLUCARDEG-PWY: D-glucarate degradation I",0.0224511897997745,0.43185523908978
"RHAMCAT-PWY: L-rhamnose degradation I",0.766432483924744,0.87938042892418
"RHAMCAT-PWY: L-rhamnose degradation I|unclassified",0.0804000952607764,0.50186552353735
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)",0.380486111344521,0.657023855854181
"PWY-8073: lipid IVA biosynthesis (P. putida)",0.380486111344521,0.657023855854181
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation",0.0921560834007959,0.50186552353735
"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I",0.175410812098119,0.526232436294356
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.0464515360800191,0.50186552353735
"FUCCAT-PWY: fucose degradation",0.0782919233246809,0.50186552353735
"PWY-5497: purine nucleobases degradation II (anaerobic)",0.0861855708906957,0.50186552353735
"PWY-5676: acetyl-CoA fermentation to butanoate II",0.00141244182973329,0.230934239161394
"PWY-2942: L-lysine biosynthesis III|unclassified",0.0945143650098976,0.50186552353735
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified",0.294724934508216,0.609968693570802
"HISDEG-PWY: L-histidine degradation I",0.151940938318647,0.50186552353735
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",0.201369373660395,0.544196571792969
"PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified",0.0255612920463724,0.439923289429672
"METH-ACETATE-PWY: methanogenesis from acetate",0.0523022218975015,0.50186552353735
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified",0.171299144100161,0.526232436294356
"PWY-7013: (S)-propane-1,2-diol degradation",0.00615933912731548,0.409577429149798
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis",0.294724934508216,0.609968693570802
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",0.703936896060494,0.853926924127594
"PWY-5845: superpathway of menaquinol-9 biosynthesis",0.766432483924744,0.87938042892418
"PWY-8131: 5'-deoxyadenosine degradation II",0.00108272601078995,0.230934239161394
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",0.710300071445582,0.853926924127594
"PWY-5505: L-glutamate and L-glutamine biosynthesis",0.304876978396879,0.627011144250185
"RUMP-PWY: formaldehyde oxidation I",1,1
"PWY-5030: L-histidine degradation III",0.195838261140142,0.544196571792969
"PWY-7456: &beta;-(1,4)-mannan degradation",0.44569629404751,0.690479710777698
