"","PreWilcox_p","PreTtest_adj_p"
"GLUCARDEG-PWY: D-glucarate degradation I",0.896750308515014,0.999006329981758
"RHAMCAT-PWY: L-rhamnose degradation I",0.572603866721514,0.999006329981758
"RHAMCAT-PWY: L-rhamnose degradation I|unclassified",0.572603866721514,0.999006329981758
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)",0.696466931761049,0.999006329981758
"PWY-8073: lipid IVA biosynthesis (P. putida)",0.696466931761049,0.999006329981758
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation",0.896750308515014,0.999006329981758
"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I",0.761826408885232,0.999006329981758
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.965400612459436,0.999006329981758
"FUCCAT-PWY: fucose degradation",0.121989121989122,0.999006329981758
"PWY-5497: purine nucleobases degradation II (anaerobic)",0.359934183463595,0.999006329981758
"PWY-5676: acetyl-CoA fermentation to butanoate II",0.145710498651675,0.999006329981758
"PWY-2942: L-lysine biosynthesis III|unclassified",0.459755930344166,0.999006329981758
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified",0.965400612459436,0.999006329981758
"HISDEG-PWY: L-histidine degradation I",0.896750308515014,0.999006329981758
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",0.896750308515014,0.999006329981758
"PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified",0.168227270863527,0.999006329981758
"METH-ACETATE-PWY: methanogenesis from acetate",0.145710498651675,0.999006329981758
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|unclassified",0.828557063851181,0.999006329981758
"PWY-7013: (S)-propane-1,2-diol degradation",0.145710498651675,0.999006329981758
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis",0.40824534942182,0.999006329981758
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",0.965400612459436,0.999006329981758
"PWY-5845: superpathway of menaquinol-9 biosynthesis",0.964491388242324,0.999006329981758
"PWY-8131: 5'-deoxyadenosine degradation II",0.896750308515014,0.999006329981758
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",0.688668026994117,0.999006329981758
"PWY-5505: L-glutamate and L-glutamine biosynthesis",0.896750308515014,0.999006329981758
"RUMP-PWY: formaldehyde oxidation I",0.828557063851181,0.999006329981758
"PWY-5030: L-histidine degradation III",0.350597349980941,0.999006329981758
"PWY-7456: &beta;-(1,4)-mannan degradation",1,1
